date;class;focuses;uf
2025/07;Fogo em áreas de desmatamento consolidado;72;AMAZONAS
2025/06;Fogo em áreas de vegetação nativa;58;AMAZONAS
2025/06;Fogo em áreas de desmatamento recente;14;AMAZONAS
2025/06;Fogo em áreas de desmatamento consolidado;19;AMAZONAS
2025/05;Fogo em áreas de vegetação nativa;8;AMAZONAS
2025/05;Fogo em áreas de desmatamento recente;1;AMAZONAS
2025/05;Fogo em áreas de desmatamento consolidado;16;AMAZONAS
2025/04;Fogo em áreas de desmatamento recente;5;AMAZONAS
2025/04;Fogo em áreas de desmatamento consolidado;4;AMAZONAS
2025/03;Fogo em áreas de vegetação nativa;5;AMAZONAS
2025/03;Fogo em áreas de desmatamento recente;2;AMAZONAS
2025/03;Fogo em áreas de desmatamento consolidado;17;AMAZONAS
2025/02;Fogo em outras áreas;2;AMAZONAS
2025/02;Fogo em áreas de desmatamento recente;4;AMAZONAS
2025/02;Fogo em áreas de desmatamento consolidado;5;AMAZONAS
2026/02;Fogo em áreas de vegetação nativa;2;AMAZONAS
2026/02;Fogo em áreas de desmatamento recente;2;AMAZONAS
2026/02;Fogo em áreas de desmatamento consolidado;3;AMAZONAS
2026/01;Fogo em áreas de vegetação nativa;2;AMAZONAS
2026/01;Fogo em áreas de desmatamento recente;7;AMAZONAS
2026/01;Fogo em áreas de desmatamento consolidado;9;AMAZONAS
2026/01;Fogo em áreas de vegetação nativa;16;AMAPÁ
2025/09;Fogo em áreas de desmatamento consolidado;31;AMAPÁ
2025/08;Fogo em áreas de vegetação nativa;6;AMAPÁ
2025/10;Fogo em áreas de desmatamento recente;26;AMAPÁ
2026/02;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2025/12;Fogo em áreas de desmatamento consolidado;60;AMAPÁ
2026/02;Fogo em áreas de vegetação nativa;3;AMAPÁ
2025/08;Fogo em áreas de desmatamento consolidado;7;AMAPÁ
2025/12;Fogo em áreas de desmatamento recente;11;AMAPÁ
2025/12;Fogo em outras áreas;1;AMAPÁ
2026/01;Fogo em áreas de desmatamento recente;4;AMAPÁ
2025/07;Fogo em áreas de vegetação nativa;2;AMAPÁ
2025/11;Fogo em áreas de vegetação nativa;172;AMAPÁ
2025/12;Fogo em áreas de vegetação nativa;111;AMAPÁ
2025/09;Fogo em áreas de vegetação nativa;33;AMAPÁ
2025/07;Fogo em áreas de desmatamento consolidado;3;AMAPÁ
2025/09;Fogo em áreas de desmatamento recente;9;AMAPÁ
2025/06;Fogo em áreas de vegetação nativa;1;AMAPÁ
2026/01;Fogo em áreas de desmatamento consolidado;16;AMAPÁ
2025/10;Fogo em áreas de vegetação nativa;179;AMAPÁ
2025/11;Fogo em áreas de desmatamento recente;32;AMAPÁ
2025/02;Fogo em áreas de vegetação nativa;1;AMAPÁ
2025/03;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2025/10;Fogo em áreas de desmatamento consolidado;128;AMAPÁ
2025/11;Fogo em áreas de desmatamento consolidado;131;AMAPÁ
2025/10;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/03;Fogo em áreas de desmatamento consolidado;13;ALAGOAS
2025/10;Fogo em áreas de desmatamento consolidado;5;ALAGOAS
2025/09;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2026/01;Fogo em áreas de desmatamento consolidado;9;ALAGOAS
2025/06;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2025/08;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2025/06;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/02;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/06;Fogo em áreas de desmatamento consolidado;4;ALAGOAS
2025/02;Fogo em áreas de desmatamento consolidado;6;ALAGOAS
2025/05;Fogo em áreas de desmatamento recente;7;ALAGOAS
2025/05;Fogo em áreas de desmatamento consolidado;10;ALAGOAS
2026/02;Fogo em áreas de desmatamento consolidado;7;ALAGOAS
2026/02;Fogo em áreas de desmatamento recente;2;ALAGOAS
2025/12;Fogo em áreas de desmatamento recente;3;ALAGOAS
2025/04;Fogo em áreas de desmatamento consolidado;18;ALAGOAS
2025/12;Fogo em áreas de desmatamento consolidado;3;ALAGOAS
2025/09;Fogo em áreas de desmatamento consolidado;1;ALAGOAS
2025/09;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/11;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/11;Fogo em áreas de desmatamento consolidado;11;ALAGOAS
2025/05;Fogo em áreas de desmatamento consolidado;2;ALAGOAS
2025/04;Fogo em áreas de desmatamento recente;3;ALAGOAS
2025/04;Fogo em áreas de desmatamento consolidado;4;ALAGOAS
2025/03;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/03;Fogo em áreas de desmatamento consolidado;8;ALAGOAS
2025/02;Fogo em áreas de desmatamento recente;2;ALAGOAS
2025/02;Fogo em áreas de desmatamento consolidado;13;ALAGOAS
2026/02;Fogo em áreas de desmatamento consolidado;8;ALAGOAS
2026/01;Fogo em áreas de desmatamento recente;1;ALAGOAS
2026/01;Fogo em áreas de desmatamento consolidado;36;ALAGOAS
2025/12;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/12;Fogo em áreas de desmatamento consolidado;32;ALAGOAS
2025/11;Fogo em áreas de desmatamento recente;4;ALAGOAS
2025/11;Fogo em áreas de desmatamento consolidado;26;ALAGOAS
2025/10;Fogo em áreas de desmatamento recente;1;ALAGOAS
2025/10;Fogo em áreas de desmatamento consolidado;14;ALAGOAS
2026/01;Fogo em áreas de desmatamento consolidado;1;ACRE
2026/01;Fogo em áreas de desmatamento recente;1;ACRE
2025/02;Fogo em áreas de desmatamento consolidado;4;ACRE
2025/02;Fogo em áreas de vegetação nativa;1;ACRE
2025/04;Fogo em áreas de desmatamento consolidado;3;ACRE
2025/05;Fogo em áreas de desmatamento consolidado;5;ACRE
2025/05;Fogo em áreas de desmatamento recente;3;ACRE
2025/06;Fogo em áreas de desmatamento consolidado;8;ACRE
2025/06;Fogo em áreas de desmatamento recente;13;ACRE
2025/07;Fogo em áreas de desmatamento consolidado;54;ACRE
2025/07;Fogo em áreas de desmatamento recente;94;ACRE
2025/07;Fogo em áreas de vegetação nativa;15;ACRE
2025/08;Fogo em áreas de desmatamento consolidado;132;ACRE
2025/08;Fogo em áreas de desmatamento recente;322;ACRE
2025/08;Fogo em áreas de vegetação nativa;63;ACRE
2025/09;Fogo em áreas de desmatamento consolidado;220;ACRE
2025/09;Fogo em áreas de desmatamento recente;511;ACRE
2025/09;Fogo em áreas de vegetação nativa;109;ACRE
2025/10;Fogo em áreas de desmatamento consolidado;160;ACRE
2025/10;Fogo em áreas de desmatamento recente;354;ACRE
2025/10;Fogo em áreas de vegetação nativa;44;ACRE
2025/11;Fogo em áreas de desmatamento consolidado;7;ACRE
2025/11;Fogo em áreas de desmatamento recente;25;ACRE
2025/11;Fogo em áreas de vegetação nativa;1;ACRE
2025/12;Fogo em áreas de desmatamento consolidado;1;ACRE
